Subproducto,Producto,Valor Vivienda,AFORO,Plazo,Ingresos Requeridos,Tasa de Interes,Tipo de Tasa,CAT sin IVA,Pago,Frecuencia de Pago
213,Compra tu Casa,1800000,95.0,240,"$ 33,174.00",11.25%,Valora,13.1%,"$ 16,587.00",Mensual
214,Compra tu Casa,1900000,95.0,240,"$ 35,017.00",11.25%,Valora,13.1%,"$ 17,508.50",Mensual
215,Compra tu Casa,2000000,95.0,240,"$ 36,860.00",11.25%,Valora,13.1%,"$ 18,430.00",Mensual
216,Compra tu Casa,2500000,95.0,240,"$ 46,075.00",11.25%,Valora,13.1%,"$ 23,037.50",Mensual
217,Compra tu Casa,3000000,95.0,240,"$ 55,290.00",11.25%,Valora,13.1%,"$ 27,645.00",Mensual
218,Compra tu Casa,3500000,95.0,240,"$ 64,505.00",11.25%,Valora,13.1%,"$ 32,252.50",Mensual
219,Compra tu Casa,4000000,95.0,240,"$ 73,720.00",11.25%,Valora,13.1%,"$ 36,860.00",Mensual
220,Compra tu Casa,4500000,95.0,240,"$ 82,935.00",11.25%,Valora,13.1%,"$ 41,467.50",Mensual
221,Compra tu Casa,5000000,95.0,240,"$ 92,150.00",11.25%,Valora,13.1%,"$ 46,075.00",Mensual
222,Compra tu Casa,5500000,95.0,240,"$ 101,365.00",11.25%,Valora,13.1%,"$ 50,682.50",Mensual
223,Compra tu Casa,6000000,95.0,240,"$ 110,580.00",11.25%,Valora,13.1%,"$ 55,290.00",Mensual
224,Compra tu Casa,6500000,95.0,240,"$ 119,795.00",11.25%,Valora,13.1%,"$ 59,897.50",Mensual
225,Compra tu Casa,7000000,95.0,240,"$ 129,010.00",11.25%,Valora,13.1%,"$ 64,505.00",Mensual
226,Compra tu Casa,7500000,95.0,240,"$ 138,225.00",11.25%,Valora,13.1%,"$ 69,112.50",Mensual
227,Compra tu Casa,8000000,95.0,240,"$ 147,440.00",11.25%,Valora,13.1%,"$ 73,720.00",Mensual
228,Compra tu Casa,8500000,95.0,240,"$ 156,655.00",11.25%,Valora,13.1%,"$ 78,327.50",Mensual
229,Compra tu Casa,9000000,95.0,240,"$ 165,870.00",11.25%,Valora,13.1%,"$ 82,935.00",Mensual
230,Compra tu Casa,9500000,95.0,240,"$ 175,085.00",11.25%,Valora,13.1%,"$ 87,542.50",Mensual
231,Compra tu Casa,10000000,95.0,240,"$ 184,300.00",11.25%,Valora,13.1%,"$ 92,150.00",Mensual
