Subproducto,"Institución",Producto,Moneda,"Valor Vivienda",Aforo,Plazo,"Ingresos Requeridos","Tasa de Interés","Tipo de Tasa",CAT,"CAT Incluye IVA",Pago,"Frecuencia de Pago",Avaluo,"Comisión por Apertura","Gastos Notariales","Desembolso Inicial"
1393,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,3000000,90.0,240,70220.42,12.0,Fija,11.0493,0,30280.62,Mensual,8352.0,40500.0,150000.0,158352.0
1394,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,3500000,90.0,60,167258.66,11.0,Fija,22.6667,0,72471.15,Mensual,9744.0,47250.0,175000.0,184744.0
1395,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,3500000,90.0,120,108668.83,11.0,Fija,14.6993,0,46997.31,Mensual,9744.0,47250.0,175000.0,184744.0
1396,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,3500000,90.0,240,88342.24,12.0,Fija,11.9352,0,38159.67,Mensual,9744.0,47250.0,175000.0,184744.0
1397,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,3500000,90.0,240,81732.15,12.0,Fija,11.0363,0,35285.72,Mensual,9744.0,47250.0,175000.0,184744.0
1398,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,4000000,90.0,60,190988.48,11.0,Fija,22.6569,0,82788.46,Mensual,10904.0,54000.0,200000.0,210904.0
1399,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,4000000,90.0,120,124028.67,11.0,Fija,14.6895,0,53675.5,Mensual,10904.0,54000.0,200000.0,210904.0
1400,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,4000000,90.0,240,100798.28,12.0,Fija,11.9254,0,43575.34,Mensual,10904.0,54000.0,200000.0,210904.0
1401,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,4000000,90.0,240,93243.9,12.0,Fija,11.0265,0,40290.82,Mensual,10904.0,54000.0,200000.0,210904.0
1402,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,4500000,90.0,60,214718.29,11.0,Fija,22.6493,0,93105.77,Mensual,12267.0,60750.0,225000.0,237267.0
1403,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,4500000,90.0,120,139388.5,11.0,Fija,14.6819,0,60353.69,Mensual,12267.0,60750.0,225000.0,237267.0
1404,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,4500000,90.0,240,113254.32,12.0,Fija,11.9178,0,48991.0,Mensual,12267.0,60750.0,225000.0,237267.0
1405,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,4500000,90.0,240,104755.63,12.0,Fija,11.0189,0,45295.93,Mensual,12267.0,60750.0,225000.0,237267.0
1406,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,5000000,90.0,60,238448.1,11.0,Fija,22.6433,0,103423.08,Mensual,13340.0,67500.0,250000.0,263340.0
1407,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,5000000,90.0,120,154748.34,11.0,Fija,14.6758,0,67031.88,Mensual,13340.0,67500.0,250000.0,263340.0
1408,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,5000000,90.0,240,125710.36,12.0,Fija,11.9117,0,54406.67,Mensual,13340.0,67500.0,250000.0,263340.0
1409,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,5000000,90.0,240,116267.39,12.0,Fija,11.0128,0,50301.03,Mensual,13340.0,67500.0,250000.0,263340.0
1410,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,5500000,90.0,60,262177.89,11.0,Fija,22.6383,0,113740.39,Mensual,14674.0,74250.0,275000.0,289674.0
1411,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,5500000,90.0,120,170108.16,11.0,Fija,14.6709,0,73710.07,Mensual,14674.0,74250.0,275000.0,289674.0
1412,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,5500000,90.0,240,138166.38,12.0,Fija,11.9067,0,59822.34,Mensual,14674.0,74250.0,275000.0,289674.0
1413,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,5500000,90.0,240,127779.12,12.0,Fija,11.0078,0,55306.13,Mensual,14674.0,74250.0,275000.0,289674.0
1414,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,6000000,90.0,60,285907.7,11.0,Fija,22.6341,0,124057.7,Mensual,15660.0,81000.0,300000.0,315660.0
1415,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,6000000,90.0,120,185467.99,11.0,Fija,14.6667,0,80388.26,Mensual,15660.0,81000.0,300000.0,315660.0
1416,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,6000000,90.0,240,150622.42,12.0,Fija,11.9026,0,65238.01,Mensual,15660.0,81000.0,300000.0,315660.0
1417,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,6000000,90.0,240,139290.85,12.0,Fija,11.0037,0,60311.24,Mensual,15660.0,81000.0,300000.0,315660.0
1418,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,6500000,90.0,60,309637.52,11.0,Fija,22.6306,0,134375.01,Mensual,16965.0,87750.0,325000.0,341965.0
1419,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,6500000,90.0,120,200827.83,11.0,Fija,14.6632,0,87066.45,Mensual,16965.0,87750.0,325000.0,341965.0
1420,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,6500000,90.0,240,163078.46,12.0,Fija,11.8991,0,70653.68,Mensual,16965.0,87750.0,325000.0,341965.0
1421,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,6500000,90.0,240,150802.6,12.0,Fija,11.0002,0,65316.34,Mensual,16965.0,87750.0,325000.0,341965.0
1422,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,7000000,90.0,60,333367.33,11.0,Fija,22.6276,0,144692.31,Mensual,17864.0,94500.0,350000.0,367864.0
1423,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,7000000,90.0,120,216187.67,11.0,Fija,14.6602,0,93744.63,Mensual,17864.0,94500.0,350000.0,367864.0
1424,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,7000000,90.0,240,175534.5,12.0,Fija,11.8961,0,76069.34,Mensual,17864.0,94500.0,350000.0,367864.0
1425,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,7000000,90.0,240,162314.33,12.0,Fija,10.9972,0,70321.44,Mensual,17864.0,94500.0,350000.0,367864.0
1426,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,7500000,90.0,60,357097.14,11.0,Fija,22.625,0,155009.62,Mensual,19140.0,101250.0,408669.25,427809.25
1427,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,7500000,90.0,120,231547.5,11.0,Fija,14.6576,0,100422.82,Mensual,19140.0,101250.0,408669.25,427809.25
1428,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,7500000,90.0,240,187990.54,12.0,Fija,11.8935,0,81485.01,Mensual,19140.0,101250.0,408669.25,427809.25
1429,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,7500000,90.0,240,173826.06,12.0,Fija,10.9946,0,75326.55,Mensual,19140.0,101250.0,408669.25,427809.25
1430,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,8000000,90.0,60,380826.96,11.0,Fija,22.6227,0,165326.93,Mensual,19488.0,108000.0,433453.0,452941.0
1431,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,8000000,90.0,120,246907.34,11.0,Fija,14.6553,0,107101.01,Mensual,19488.0,108000.0,433453.0,452941.0
1432,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,8000000,90.0,240,200446.56,12.0,Fija,11.8912,0,86900.68,Mensual,19488.0,108000.0,433453.0,452941.0
1433,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,8000000,90.0,240,185337.81,12.0,Fija,10.9923,0,80331.65,Mensual,19488.0,108000.0,433453.0,452941.0
1434,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,8500000,90.0,60,404556.75,11.0,Fija,22.6207,0,175644.24,Mensual,20706.0,114750.0,458236.75,478942.75
1435,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,8500000,90.0,120,262267.18,11.0,Fija,14.6533,0,113779.2,Mensual,20706.0,114750.0,458236.75,478942.75
1436,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,8500000,90.0,240,212902.6,12.0,Fija,11.8892,0,92316.35,Mensual,20706.0,114750.0,458236.75,478942.75
1437,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,8500000,90.0,240,196849.54,12.0,Fija,10.9903,0,85336.76,Mensual,20706.0,114750.0,458236.75,478942.75
1438,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,9000000,90.0,60,433017.41,11.5,Fija,22.8691,0,188018.44,Mensual,20880.0,121500.0,483020.5,503900.5
1439,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,9000000,90.0,120,283007.57,11.5,Fija,14.9361,0,122796.76,Mensual,20880.0,121500.0,483020.5,503900.5
1440,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,9000000,90.0,240,231987.24,12.5,Fija,12.2379,0,100614.01,Mensual,20880.0,121500.0,483020.5,503900.5
1441,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,9000000,90.0,240,214911.76,12.5,Fija,11.3349,0,93189.89,Mensual,20880.0,121500.0,483020.5,503900.5
1442,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,9500000,90.0,60,457010.04,11.5,Fija,22.8675,0,198450.02,Mensual,22040.0,128250.0,507804.25,529844.25
1443,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,9500000,90.0,120,298666.31,11.5,Fija,14.9345,0,129604.92,Mensual,22040.0,128250.0,507804.25,529844.25
1444,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,9500000,90.0,240,244811.53,12.5,Fija,12.2363,0,106189.79,Mensual,22040.0,128250.0,507804.25,529844.25
1445,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,9500000,90.0,240,226787.42,12.5,Fija,11.3333,0,98353.22,Mensual,22040.0,128250.0,507804.25,529844.25
1446,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,10000000,90.0,60,481002.68,11.5,Fija,22.8661,0,208881.6,Mensual,23200.0,135000.0,532588.0,555788.0
1447,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,10000000,90.0,120,314325.06,11.5,Fija,14.933,0,136413.07,Mensual,23200.0,135000.0,532588.0,555788.0
1448,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,10000000,90.0,240,257635.81,12.5,Fija,12.2349,0,111765.57,Mensual,23200.0,135000.0,532588.0,555788.0
1449,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,10000000,90.0,240,238663.06,12.5,Fija,11.3319,0,103516.55,Mensual,23200.0,135000.0,532588.0,555788.0
1450,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,500000,90.0,60,24879.81,11.0,Fija,23.1359,0,10567.3,Mensual,2521.84,6750.0,25000.0,27521.84
1451,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,500000,90.0,120,16509.83,11.0,Fija,15.1685,0,6928.18,Mensual,2521.84,6750.0,25000.0,27521.84
1452,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,500000,90.0,240,13606.04,12.0,Fija,12.4043,0,5665.66,Mensual,2521.84,6750.0,25000.0,27521.84
1453,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,500000,90.0,240,12661.73,12.0,Fija,11.5054,0,5255.1,Mensual,2521.84,6750.0,25000.0,27521.84
1454,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,600000,90.0,60,29625.77,11.0,Fija,23.0446,0,12630.77,Mensual,2521.84,8100.0,30000.0,32521.84
1455,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,600000,90.0,120,19581.8,11.0,Fija,15.0772,0,8263.82,Mensual,2521.84,8100.0,30000.0,32521.84
1456,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,600000,90.0,240,16097.24,12.0,Fija,12.3131,0,6748.8,Mensual,2521.84,8100.0,30000.0,32521.84
1457,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,600000,90.0,240,14964.07,12.0,Fija,11.4142,0,6256.12,Mensual,2521.84,8100.0,30000.0,32521.84
1458,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,700000,90.0,60,34371.72,11.0,Fija,22.9795,0,14694.23,Mensual,2521.84,9450.0,35000.0,37521.84
1459,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,700000,90.0,120,22653.75,11.0,Fija,15.0121,0,9599.46,Mensual,2521.84,9450.0,35000.0,37521.84
1460,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,700000,90.0,240,18588.43,12.0,Fija,12.2479,0,7831.93,Mensual,2521.84,9450.0,35000.0,37521.84
1461,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,700000,90.0,240,17266.42,12.0,Fija,11.349,0,7257.14,Mensual,2521.84,9450.0,35000.0,37521.84
1462,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,800000,90.0,60,39117.68,11.0,Fija,22.9306,0,16757.69,Mensual,2521.84,10800.0,40000.0,42521.84
1463,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,800000,90.0,120,25725.73,11.0,Fija,14.9632,0,10935.1,Mensual,2521.84,10800.0,40000.0,42521.84
1464,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,800000,90.0,240,21079.66,12.0,Fija,12.1991,0,8915.06,Mensual,2521.84,10800.0,40000.0,42521.84
1465,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,800000,90.0,240,19568.79,12.0,Fija,11.3002,0,8258.16,Mensual,2521.84,10800.0,40000.0,42521.84
1466,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,900000,90.0,60,43863.66,11.0,Fija,22.8926,0,18821.15,Mensual,2818.8,12150.0,45000.0,47818.8
1467,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,900000,90.0,120,28797.7,11.0,Fija,14.9252,0,12270.73,Mensual,2818.8,12150.0,45000.0,47818.8
1468,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,900000,90.0,240,23570.86,12.0,Fija,12.161,0,9998.2,Mensual,2818.8,12150.0,45000.0,47818.8
1469,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,900000,90.0,240,21871.13,12.0,Fija,11.2622,0,9259.18,Mensual,2818.8,12150.0,45000.0,47818.8
1470,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,1000000,90.0,60,48609.62,11.0,Fija,22.8622,0,20884.61,Mensual,3132.0,13500.0,50000.0,53132.0
1471,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,1000000,90.0,120,31869.67,11.0,Fija,14.8948,0,13606.37,Mensual,3132.0,13500.0,50000.0,53132.0
1472,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,1000000,90.0,240,26062.08,12.0,Fija,12.1306,0,11081.33,Mensual,3132.0,13500.0,50000.0,53132.0
1473,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,1000000,90.0,240,24173.48,12.0,Fija,11.2318,0,10260.2,Mensual,3132.0,13500.0,50000.0,53132.0
1474,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,1100000,90.0,60,53355.58,11.0,Fija,22.8373,0,22948.07,Mensual,3445.2,14850.0,55000.0,58445.2
1475,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,1100000,90.0,120,34941.62,11.0,Fija,14.8699,0,14942.01,Mensual,3445.2,14850.0,55000.0,58445.2
1476,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,1100000,90.0,240,28553.28,12.0,Fija,12.1058,0,12164.46,Mensual,3445.2,14850.0,55000.0,58445.2
1477,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,1100000,90.0,240,26475.82,12.0,Fija,11.2069,0,11261.22,Mensual,3445.2,14850.0,55000.0,58445.2
1478,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,1200000,90.0,60,58101.54,11.0,Fija,22.8166,0,25011.54,Mensual,3758.4,16200.0,60000.0,63758.4
1479,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,1200000,90.0,120,38013.59,11.0,Fija,14.8492,0,16277.65,Mensual,3758.4,16200.0,60000.0,63758.4
1480,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,1200000,90.0,240,31044.48,12.0,Fija,12.085,0,13247.6,Mensual,3758.4,16200.0,60000.0,63758.4
1481,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,1200000,90.0,240,28778.17,12.0,Fija,11.1861,0,12262.24,Mensual,3758.4,16200.0,60000.0,63758.4
1482,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,1300000,90.0,60,62847.49,11.0,Fija,22.799,0,27075.0,Mensual,4071.6,17550.0,65000.0,69071.6
1483,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,1300000,90.0,120,41085.56,11.0,Fija,14.8316,0,17613.29,Mensual,4071.6,17550.0,65000.0,69071.6
1484,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,1300000,90.0,240,33535.7,12.0,Fija,12.0675,0,14330.73,Mensual,4071.6,17550.0,65000.0,69071.6
1485,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,1300000,90.0,240,31080.52,12.0,Fija,11.1686,0,13263.26,Mensual,4071.6,17550.0,65000.0,69071.6
1486,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,1400000,90.0,60,67593.45,11.0,Fija,22.784,0,29138.46,Mensual,4384.8,18900.0,70000.0,74384.8
1487,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,1400000,90.0,120,44157.53,11.0,Fija,14.8166,0,18948.92,Mensual,4384.8,18900.0,70000.0,74384.8
1488,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,1400000,90.0,240,36026.9,12.0,Fija,12.0524,0,15413.86,Mensual,4384.8,18900.0,70000.0,74384.8
1489,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,1400000,90.0,240,33382.86,12.0,Fija,11.1536,0,14264.28,Mensual,4384.8,18900.0,70000.0,74384.8
1490,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,1500000,90.0,60,72339.43,11.0,Fija,22.771,0,31201.92,Mensual,4698.0,20250.0,75000.0,79698.0
1491,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,1500000,90.0,120,47229.51,11.0,Fija,14.8036,0,20284.56,Mensual,4698.0,20250.0,75000.0,79698.0
1492,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,1500000,90.0,240,38518.1,12.0,Fija,12.0394,0,16497.0,Mensual,4698.0,20250.0,75000.0,79698.0
1493,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,1500000,90.0,240,35685.21,12.0,Fija,11.1405,0,15265.31,Mensual,4698.0,20250.0,75000.0,79698.0
1494,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,1600000,90.0,60,77085.39,11.0,Fija,22.7596,0,33265.38,Mensual,5011.2,21600.0,80000.0,85011.2
1495,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,1600000,90.0,120,50301.46,11.0,Fija,14.7921,0,21620.2,Mensual,5011.2,21600.0,80000.0,85011.2
1496,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,1600000,90.0,240,41009.32,12.0,Fija,12.028,0,17580.13,Mensual,5011.2,21600.0,80000.0,85011.2
1497,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,1600000,90.0,240,37987.55,12.0,Fija,11.1291,0,16266.33,Mensual,5011.2,21600.0,80000.0,85011.2
1498,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,1700000,90.0,60,81831.35,11.0,Fija,22.7495,0,35328.84,Mensual,5324.4,22950.0,85000.0,90324.4
1499,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,1700000,90.0,120,53373.43,11.0,Fija,14.7821,0,22955.84,Mensual,5324.4,22950.0,85000.0,90324.4
1500,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,1700000,90.0,240,43500.52,12.0,Fija,12.0179,0,18663.27,Mensual,5324.4,22950.0,85000.0,90324.4
1501,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,1700000,90.0,240,40289.9,12.0,Fija,11.1191,0,17267.35,Mensual,5324.4,22950.0,85000.0,90324.4
1502,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,1800000,90.0,60,86577.31,11.0,Fija,22.7406,0,37392.31,Mensual,5637.6,24300.0,90000.0,95637.6
1503,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,1800000,90.0,120,56445.4,11.0,Fija,14.7731,0,24291.47,Mensual,5637.6,24300.0,90000.0,95637.6
1504,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,1800000,90.0,240,45991.72,12.0,Fija,12.009,0,19746.4,Mensual,5637.6,24300.0,90000.0,95637.6
1505,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,1800000,90.0,240,42592.25,12.0,Fija,11.1101,0,18268.37,Mensual,5637.6,24300.0,90000.0,95637.6
1506,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,1900000,90.0,60,91323.27,11.0,Fija,22.7326,0,39455.77,Mensual,5950.8,25650.0,95000.0,100950.8
1507,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,1900000,90.0,120,59517.37,11.0,Fija,14.7651,0,25627.11,Mensual,5950.8,25650.0,95000.0,100950.8
1508,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,1900000,90.0,240,48482.94,12.0,Fija,12.001,0,20829.53,Mensual,5950.8,25650.0,95000.0,100950.8
1509,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,1900000,90.0,240,44894.59,12.0,Fija,11.1021,0,19269.39,Mensual,5950.8,25650.0,95000.0,100950.8
1510,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,2000000,90.0,60,96069.22,11.0,Fija,22.7254,0,41519.23,Mensual,5800.0,27000.0,100000.0,105800.0
1511,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,2000000,90.0,120,62589.32,11.0,Fija,14.7579,0,26962.75,Mensual,5800.0,27000.0,100000.0,105800.0
1512,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,2000000,90.0,240,50974.14,12.0,Fija,11.9938,0,21912.67,Mensual,5800.0,27000.0,100000.0,105800.0
1513,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,2000000,90.0,240,47196.94,12.0,Fija,11.0949,0,20270.41,Mensual,5800.0,27000.0,100000.0,105800.0
1514,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,2500000,90.0,60,119799.04,11.0,Fija,22.698,0,51836.54,Mensual,7250.0,33750.0,125000.0,132250.0
1515,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,2500000,90.0,120,77949.16,11.0,Fija,14.7306,0,33640.94,Mensual,7250.0,33750.0,125000.0,132250.0
1516,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,2500000,90.0,240,63430.18,12.0,Fija,11.9664,0,27328.33,Mensual,7250.0,33750.0,125000.0,132250.0
1517,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,2500000,90.0,240,58708.69,12.0,Fija,11.0676,0,25275.51,Mensual,7250.0,33750.0,125000.0,132250.0
1518,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,3000000,90.0,60,143528.85,11.0,Fija,22.6797,0,62153.85,Mensual,8352.0,40500.0,150000.0,158352.0
1519,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,3000000,90.0,120,93308.99,11.0,Fija,14.7123,0,40319.13,Mensual,8352.0,40500.0,150000.0,158352.0
1520,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,3000000,90.0,240,75886.22,12.0,Fija,11.9482,0,32744.0,Mensual,8352.0,40500.0,150000.0,158352.0
1521,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,3000000,90.0,240,70220.42,12.0,Fija,11.0493,0,30280.62,Mensual,8352.0,40500.0,150000.0,158352.0
1522,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,3500000,90.0,60,167258.66,11.0,Fija,22.6667,0,72471.15,Mensual,9744.0,47250.0,175000.0,184744.0
1523,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,3500000,90.0,120,108668.83,11.0,Fija,14.6993,0,46997.31,Mensual,9744.0,47250.0,175000.0,184744.0
1524,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,3500000,90.0,240,88342.24,12.0,Fija,11.9352,0,38159.67,Mensual,9744.0,47250.0,175000.0,184744.0
1525,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,3500000,90.0,240,81732.15,12.0,Fija,11.0363,0,35285.72,Mensual,9744.0,47250.0,175000.0,184744.0
1526,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,4000000,90.0,60,190988.48,11.0,Fija,22.6569,0,82788.46,Mensual,10904.0,54000.0,200000.0,210904.0
1527,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,4000000,90.0,120,124028.67,11.0,Fija,14.6895,0,53675.5,Mensual,10904.0,54000.0,200000.0,210904.0
1528,"Banco Regional de Monterrey","ADQUISICIÓN DE VIVIENDA",Pesos,4000000,90.0,240,100798.28,12.0,Fija,11.9254,0,43575.34,Mensual,10904.0,54000.0,200000.0,210904.0
